text	scientific_claim	scientific_reference	scientific_entities
ProLabs are recruiting for optical networking roles in the UK https://www.prolabs.com/vacancies/optical-networking-hardware-engineer-lab-manager-us-minneapolis-based/?utm_content=buffercf11c&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer and the US https://www.prolabs.com/vacancies/optical-networking-hardware-engineer-lab-manager-us-minneapolis-based/?utm_content=buffercf11c&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer #optical careers https://www.prolabs.com/vacancies/optical-networking-hardware-engineer-lab-manager-us-minneapolis-based/?utm_content=buffercf11c&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer	0.0	0.0	0.0
Matt Ridley: Climate policy is doing more harm than good http://www.theaustralian.com.au/news/world/is-climate-policy-doing-more-harm-than-good/news-story/cf482a01cf51aff1573ae0b4669fdc70	1.0	0.0	0.0
T2 sometimes praying for the patient goes a long way. Adds feeling of support #healthxph https://twitter.com/drladstantengco/status/789822538549374976	0.0	0.0	0.0
#Devils Tweets: Cory makes a huge stop with 3:11 remaining in regulation! #TBLvsNJD http://playerpress.com #NHL http://playerpress.com	0.0	0.0	0.0
So @user launches a stinging attack on John McDonnell for saying Labour must accept Brexit. Why do trade unions support this crew?	0.0	0.0	0.0
Opened Graffiti request via iphone at Intersection of Franklin St & Market St http://mobile311.sfgov.org/reports/6540662 http://mobile311.sfgov.org/reports/6540662	0.0	0.0	0.0
So what was Israels reason for attacks, murder and destruction of the Palestinian people before 1982? SIMPLY HATE AND ETHNIC CLEANSING https://t.co/hLlBuxWvcU	1.0	0.0	0.0
What satellites can tell us about how animals will fare in a changing climate - @user https://www.nasa.gov/feature/goddard/2016/how-animals-will-fare-in-a-changing-climate #ClimateChange #biodiversity https://www.nasa.gov/feature/goddard/2016/how-animals-will-fare-in-a-changing-climate	0.0	1.0	1.0
Engineering rice to waste less fertilizer https://arstechnica.com:443/science/2016/12/engineering-rice-to-waste-less-fertilizer/?utm_source=dlvr.it&utm_medium=twitter https://arstechnica.com:443/science/2016/12/engineering-rice-to-waste-less-fertilizer/?utm_source=dlvr.it&utm_medium=twitter	0.0	1.0	1.0
RT HealingMB: Stressed? Stretching reduces stress, increasing circulation, reducing pain etc #Healing #Yoga... https://twitter.com/HealingMB/status/813187833536122880/photo/1?utm_source=fb&utm_medium=fb&utm_campaign=BossDonSunny&utm_content=814337251874394112	1.0	0.0	0.0
Volunteers coming to punjab through @user Movement to support AAP. Hats off to his love for Punjab. https://t.co/dUYMGtnzfX	0.0	0.0	0.0
Pain changes people.	1.0	0.0	0.0
Harvard research estimates #ACA repeal will cause 27,000 people to die every year who otherwise would have lived. https://thinkprogress.org/study-details-deadly-consequences-of-gutting-obamacare-ce2005f01b93#.4itthwra6	1.0	1.0	1.0
Do conservatives know that legally taking away abortion isn't going to actually stop people from getting abortions?	1.0	0.0	0.0
International students @user - come and meet the International Student Support team on Thursday - quizzes, Scottish food, meet new people! https://t.co/2QMAxyxG6O	0.0	0.0	0.0
@user @user good for them then we will be spared a pile of irrelevant research.	0.0	0.0	0.0
#FedEx STOP TRANSPORTING DOLPHINS Without air carriers the dolphin trade would die! #OpSeaWorld https://t.co/XOXNH6kPFT	0.0	0.0	0.0
@user @user Obviously. But #M103 asks for recommendations that can lead to a future bill = legilslation. Nothing to do with Trump.#Sigh	0.0	0.0	0.0
Future medical perspectives: Gut bacteria will revolutionise #medicine https://sciencenordic.com/denmark-microbiome-videnskabdk/gut-bacteria-will-revolutionise-medicine/1443216 @user @user @user https://sciencenordic.com/denmark-microbiome-videnskabdk/gut-bacteria-will-revolutionise-medicine/1443216	1.0	1.0	1.0
why do trains always stop on the tracks in the mornings like people don't have places to be🤦🏽‍♀️	0.0	0.0	0.0
Trump promised one of the largest military buildups ever. 3% increase from Obama's budget is barely a buildup, let alone a large one.	0.0	0.0	0.0
Did you know we offer a residentially based Masters program? You can learn more about it here! https://www.impact360institute.org/masters https://www.impact360institute.org/masters	0.0	0.0	0.0
Police band together to show support for officer charged in Abdi death https://www.cbc.ca/news/canada/ottawa/ottawa-police-daniel-montsion-wristband-abdi-1.4044425?cmp=rss #ottnews #ottawa https://www.cbc.ca/news/canada/ottawa/ottawa-police-daniel-montsion-wristband-abdi-1.4044425?cmp=rss	0.0	0.0	0.0
California took another step towards protecting the Stanislaus, Tuolumne, Merced & lower San Joaquin Rivers. https://www.nrdc.org/experts/doug-obegi/one-step-closer-restoring-lower-san-joaquin-river?utm_source=tw&utm_medium=tweet&utm_campaign=socialmedia	0.0	0.0	0.0
Myth: Warm Up can Increase Vertical Jump! True or False? #nba See at : https://goo.gl/p4vGXU https://goo.gl/p4vGXU	1.0	0.0	0.0
student athletes are a different species https://twitter.com/bleacherreport/status/857651201713688576	1.0	0.0	0.0
First ice cream, a sweet treat @user #boxerdog #boxers #dogsoftwitter #dogslife #icecream #boxerworld #boxersofinstagram #puppy https://t.co/kvs5S0id9o	0.0	0.0	0.0
This story will tear you apart: The Last Person You’d Expect to Die in Childbirth https://www.propublica.org/article/die-in-childbirth-maternal-death-rate-health-care-system	0.0	1.0	1.0
#sports #fitness Buy Now: $33.97 Ueasy Knee pad Breathable Support Crashproof Antis... http://www.sportinggoodso.com/Protective-Gear-158969/Ueasy-Knee-pad-Breathable-Support-Crashproof-Antislip-Leg-Sleeve-Protective/322505445893 http://www.sportinggoodso.com/Protective-Gear-158969/Ueasy-Knee-pad-Breathable-Support-Crashproof-Antislip-Leg-Sleeve-Protective/322505445893	0.0	0.0	0.0
A good start but more than information is needed to support customers to buy more healthy and less unhealthy food in supermarkets https://twitter.com/worldobesity/status/864125818448039937	0.0	0.0	0.0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Moreso the first one. The issues with failing to research was more issues that encompassed our Afghanistan/Iraq situation from 2001 onward.	0.0	0.0	0.0
New this morning: Trump’s communication director Mike Dubke is leaving after submitting resignation letter, @user reports https://t.co/l88PZVZm3E	0.0	0.0	0.0
@user There has been a sharp increase in reported abuse of travellers - particularly non-whites - by CBP & ICE personnel. https://mobile.twitter.com/jane_stoever/status/864510716333576194	1.0	0.0	0.0
Craving something sweet? Here is the perfect baked summer treat https://www.gransnet.com/food/simple-good-cake-recipes?utm_source=Twitter&utm_medium=Tweet&utm_campaign=Simple+good+cake+recipes+page #baking #recipes https://www.gransnet.com/food/simple-good-cake-recipes?utm_source=Twitter&utm_medium=Tweet&utm_campaign=Simple+good+cake+recipes+page	0.0	0.0	0.0
European markets are a better investment than US markets, analyst says https://www.cnbc.com/2017/06/22/european-markets-are-a-better-investment-than-us-markets-analyst-says.html?utm_source=dlvr.it&utm_medium=twitter #Stock #Market https://www.cnbc.com/2017/06/22/european-markets-are-a-better-investment-than-us-markets-analyst-says.html?utm_source=dlvr.it&utm_medium=twitter	1.0	0.0	0.0
@user @user Maybe Mueller had to hire only HRC donors cause Repub donors refused to be part of one-sided investigation? Still no look at BO+HRC scandals	0.0	0.0	0.0
.@user @user #SaveSmackoutPack Incomplete investigation does not support extermination. #SaveSmackoutPack https://t.co/kYvd9ISHg6	0.0	0.0	0.0
So comic book cover versions of movie posters are a trend this comic con. I'm not complaining. https://twitter.com/mcu_tweets/status/889164018459521024	0.0	0.0	0.0
Exclusive: Costa made three requests to leave #CFC over the course of last season, reports @user https://www.thetimes.co.uk/edition/sport/diego-costa-asked-chelsea-to-sell-him-during-last-summers-pre-season-tour-h07wmdcdv https://www.thetimes.co.uk/edition/sport/diego-costa-asked-chelsea-to-sell-him-during-last-summers-pre-season-tour-h07wmdcdv	0.0	0.0	0.0
Why the definition of polycystic ovary syndrome harms women https://www.eurekalert.org/news-releases/724591 #sciencepolicy	1.0	1.0	1.0
@user wow lots of cancer research supports trump - no surprise	0.0	0.0	1.0
gratitude is a killer antidepressant	1.0	0.0	0.0
#VIP2 Box office Hit With Youths, Kids & Family Audience Full Support #VIP2BlockBuster3RdWeek #VIP2BB3rdWeek https://t.co/6VWYClcAtt	0.0	0.0	0.0
Is Your Debt too Expensive? @user helps debtors stop #collection calls for #FREE! #FinTech #StartUp #Miami https://blog.settleitsoft.com/index.php/is-your-debt-too-expensive/	0.0	0.0	0.0
The @user alone has rescued over 1,500 people, but emergency systems are overwhelmed. Mark Strassmann reports now https://t.co/ikGYhcJU6k	0.0	0.0	0.0
Maintenance Engineer - Deeside - Total Staff #defence # jobs https://jobs.telegraph.co.uk/job/9431438/maintenance-engineer/?TrackID=461589	0.0	0.0	0.0
@user Good job those tight stops were in that don't look good now	0.0	0.0	0.0
SOMEONE OPTION JENNA'S ROUND THE TWIST ORAL HISTORY FOR A BOOK *IMMEDIATELY* https://twitter.com/jennaguillaume/status/909208519932383233	0.0	0.0	0.0
Science, Meaning and the Imagination: How can we bring the human being back into our science? https://www.crossfieldsinstitute.com/event/science-meaning-imagination-can-bring-human-back-science/?instance_id=44 https://www.crossfieldsinstitute.com/event/science-meaning-imagination-can-bring-human-back-science/?instance_id=44	0.0	0.0	1.0
Avaya helps companies to deliver digital #customerexperiences through integrated support for all #mediachannels https://contact-center.esoutlook.com/vendor/article25/avaya https://contact-center.esoutlook.com/vendor/article25/avaya	0.0	0.0	0.0
@user hy plz release that dance video of wedding....u are a great superb dancer man.....and ur acting is tooo good....a reply plxx??	0.0	0.0	0.0
Combination treatment targeting glucose in advanced brain cancer shows promising results in… http://www.neuropsychotherapist.com/combination-treatment-targeting-glucose-in-advanced-brain-cancer-shows-promising-results-in-preclinical-study/ http://www.neuropsychotherapist.com/combination-treatment-targeting-glucose-in-advanced-brain-cancer-shows-promising-results-in-preclinical-study/	1.0	1.0	1.0
82% of Americans support a pathway to citizenship! We have to remove the fear & #ProtectDREAMErs now. #AxeFiles	1.0	0.0	0.0
Scientists unlock mysteries of how Ebola uses people's immune defenses to cause infection #Scientist #ebola #defense https://www.eurekalert.org/news-releases/606464	1.0	1.0	1.0
In developing countries, education is strongly tied to one's parents’ education, more so than in the developed world https://openknowledge.worldbank.org/handle/10986/28428?CID=POV_TT_Poverty_EN_EXT https://openknowledge.worldbank.org/handle/10986/28428?CID=POV_TT_Poverty_EN_EXT	1.0	1.0	1.0
Inclusion health: addressing the causes of the causes #SDOH @user http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(17)32848-9/fulltext	0.0	1.0	1.0
@user Omar seems like an idiot. Ignoran dudes are a major turn-off.	0.0	0.0	0.0
5 Ways to Get Rid of Muscle Knots in the Lower Back http://feelpainrelief.com/5-ways-to-get-rid-of-muscle-knots-in-the-lower-back/ #muscleknot #backpain http://feelpainrelief.com/5-ways-to-get-rid-of-muscle-knots-in-the-lower-back/	0.0	0.0	0.0
Editorial Overview: Hollow and Porous Materials for Lithium-Ion Battery Anode by Manab Kundu* in Juniper Online Journal Material Science https://juniperpublishers.com/jojms/pdf/JOJMS.MS.ID.555589.pdf	0.0	1.0	1.0
#Facebook reports progress in removing extremist content http://autotraffic.fullcontentrss.com/?q=Facebook+reports+progress+in+removing+extremist+content&t=1511967391 http://autotraffic.fullcontentrss.com/?q=Facebook+reports+progress+in+removing+extremist+content&t=1511967391	0.0	0.0	0.0
Delaying hip fracture surgery for 1 day tied to slightly higher mortality risk https://www.jwatch.org/fw113580/2017/11/29/delaying-hip-fracture-surgery-1-day-tied-higher-mortality @user https://www.jwatch.org/fw113580/2017/11/29/delaying-hip-fracture-surgery-1-day-tied-higher-mortality	1.0	1.0	1.0
.@user #Opioids, #Erectile dysfunction, #Hypertension, #Depression, Common denominator? See: Nitrogen Narcosis, https://americanmedicaldetective.com/blog/erectile-disfunctionetiologies-treatments , Erectile dysfunction. https://americanmedicaldetective.com/blog/erectile-disfunctionetiologies-treatments , https://americanmedicaldetective.com/blog/erectile-disfunctionetiologies-treatments , one-new-drug-multiple-med-uses https://americanmedicaldetective.com/blog/erectile-disfunctionetiologies-treatments https://americanmedicaldetective.com/blog/erectile-disfunctionetiologies-treatments	1.0	1.0	1.0
The forbidden words are “vulnerable,” “entitlement,” “diversity,” “transgender,” “fetus,” “evidence-based” and “science-based.” https://www.washingtonpost.com/national/health-science/cdc-gets-list-of-forbidden-words-fetus-transgender-diversity/2017/12/15/f503837a-e1cf-11e7-89e8-edec16379010_story.html	0.0	0.0	1.0
@user The liberty interest of the family encompasses an interest in retaining custody of one’s children and, thus, a state may not interfere with a parent’s custodial rights absent due process protections. Langton v. Maloney, 527 F Supp 538, D.C. Conn. (1981). https://www.youtube.com/watch?v=joTzL3QqeYU&feature=youtu.be https://www.youtube.com/watch?v=joTzL3QqeYU&feature=youtu.be	0.0	0.0	0.0
Democratic Caucus holds presser to show support for Mayor and City Council's work to remove confederate statues. https://t.co/mb8BVfbpMC	0.0	0.0	0.0
@user @user @user @user @user @user @user @user @user @user @user Follow, retweet and support Democrat candidates. Several special elections are coming up. #FlipItBlue #BlueWave2018 🌊	0.0	0.0	0.0
Former salesman accused of lying to FBI, IRS agents.Robert DeGoria is accused of trying to mislead investigators looking into an ongoing Lower Southampton corruption probe. https://www.scoop.it/topic/newtown-news/p/4091862991/2018/01/05/former-salesman-accused-of-lying-to-fbi-irs-agents?utm_medium=social&utm_source=twitter	0.0	0.0	0.0
Green Manuring to a Better Soil Physical Condition by Akingbola OO* and Dayo-Olagbende GO* in Agricultural Research & Technology: Open Access Journal (ARTOAJ) http://juniperpublishers.com/artoaj/ARTOAJ.MS.ID.555813.php http://juniperpublishers.com/artoaj/ARTOAJ.MS.ID.555813.php	1.0	1.0	1.0
Radar Update: Rain will increase today/tonight. Expect a rainy and breezy day Thursday. Dry by the weekend. #wawx https://t.co/8dtEzXaplq	0.0	0.0	0.0
YES...YES...YES !!!👊👊👊 Promote Araneta FIRST.... One concert at a time! Breathe, Pause, Breathe... #JaDineRevolution #JaDineLoveRules https://twitter.com/JaDinePhilly/status/952936662576828418	0.0	0.0	0.0
file under: cause of death https://t.co/xkSMgg8u3b	0.0	0.0	0.0
11 Scientifically Proven Ways To Lose Weight In A Few Weeks http://bit.ly/2mTpQav	0.0	0.0	0.0
Ottawa Charter still important to guide>>>http://www.tandfonline.com/doi/full/10.1080/14635240.2017.1415765 http://www.tandfonline.com/doi/full/10.1080/14635240.2017.1415765	0.0	1.0	1.0
Gender Discrimination in Science Is Especially Common https://blogs.scientificamerican.com/voices/gender-discrimination-in-science-is-especially-common/ A new @user report shows women face more workplace hurdles in STEM jobs than in non-STEM jobs. Via @user https://blogs.scientificamerican.com/voices/gender-discrimination-in-science-is-especially-common/	1.0	1.0	1.0
FBI agents issue statement of support for FBI director - http://hotpagenews.com/r/202625 Top 100 Stories On The Web http://hotpagenews.com/r/202625	0.0	0.0	0.0
The EPSO Honor Guard will be conducting a flag ceremony to raise and lower the flag that will be used during Detective Flick’s services. The flag will be flown for 15 minutes and taken down. The ceremony will begin at 12:30 PM today. https://t.co/Sklgl00CNJ	0.0	0.0	0.0
This conference on mental health nursing takes place in September in Manchester #MHRN2018 - open for submissions - deadline 27 April https://twitter.com/MHNRconf/status/965180325797253121	0.0	0.0	1.0
From March 5 - 9 @user's workshop on human-environment systems brings together researchers presenting advances on how to protect biodiversity, control species invasions, create resilient ecosystems, and much more. http://www.fields.utoronto.ca/activities/17-18/MathBiology-human-environment-systems http://www.fields.utoronto.ca/activities/17-18/MathBiology-human-environment-systems	0.0	0.0	1.0
In 2018, Turkey is aiming to welcome 700,000 people to Troy in a bid to significantly increase the number of people disappointed by the historical site. https://twitter.com/turkishtravel/status/975635993629003777	0.0	0.0	0.0
Teenager from #AbbotsLangley arrested with support from @user as part of NCA investigation into the emails containing threats to students received by large number of UK schools and colleges. Read more: https://www.nationalcrimeagency.gov.uk/404 https://www.nationalcrimeagency.gov.uk/404	0.0	0.0	0.0
Government should stop subsidising e-sports, it’s not real sport - http://bit.ly/2q9j0A2	0.0	0.0	0.0
Unpaid internships are a mark of privilege-wow. Pam Eddinger rocks. #PhilaUnite	0.0	0.0	0.0
It's not your fitness tracker -- it's you https://www.sciencedaily.com/releases/2018/04/180412102746.htm https://www.sciencedaily.com/releases/2018/04/180412102746.htm	0.0	1.0	1.0
Thank you Drs. @user and @user for your guidance! A true honor. | Health Sensors, Smart Home Devices, and the Internet of Medical Things: An Opportunity for Dramatic Improvement in Care for the Lower Extremity Complications of Diabetes. https://www.ncbi.nlm.nih.gov/pubmed/29635931 https://www.ncbi.nlm.nih.gov/pubmed/29635931	1.0	1.0	1.0
Look how cool this moulting crab is we found on the #MBioRoscoff field trip #PlyMBIO https://t.co/gm00FUku63	0.0	0.0	0.0
@user Then tell those morons to stop rioting at the borders. Israel is just protecting itself.	0.0	0.0	0.0
"""Talking about #suicide increases the chances someone will go for help. Reaching out for help is the main message,"" said our @user, while discussing mainstream media portrayals of #mentalhealth issues. WATCH THE VIDEO » http://bit.ly/2IzzF6Q http://bit.ly/2IzzF6Q"	1.0	0.0	0.0
#Shame is a powerful emotion and may be experienced when recovering from an #eatingdisorder. When shame seems to be winning, counter with #selfcompassion. https://bit.ly/2L7XOmZ https://bit.ly/2L7XOmZ	1.0	0.0	0.0
@user Cohen, the president, and Americans know better not to believe what the press is saying. Fake news with intent to cause havoc.	0.0	0.0	0.0
Why female alcoholism is a time bomb http://www.bbc.com/future/story/20180618-why-alcohol-affects-women-more-than-men?ocid=ww.social.link.twitter via @user	1.0	1.0	1.0
Yan-Hong Bao, Yi-Zheng Fan, Yi Wang, Ming Zhu : A Combinatorial Method for Computing Characteristic Polynomials of Starlike Hypergraphs http://arxiv.org/abs/1806.06199	0.0	1.0	1.0
Incredible scenes. Congratulations to Rob from @user who just swam the English Channel!! All in aid of raising funds for Scouts. Poldy is still swimming but going strong... Follow the rest of their incredible challenge and show your support here: http://arch2arctic.com http://arch2arctic.com	0.0	0.0	0.0
"@user Because Trump and his administration have made Hate the norm. Now suddenly the people saying, ""just stop being c**ts to people"" are the bad guys. Same has happened here in Enlgand with Brexit."	0.0	0.0	0.0
Latest news from HTFP: Regional publisher increases cover price at 17 weeklies https://www.holdthefrontpage.co.uk/2018/news/regional-publisher-increases-cover-price-at-17-weeklies/?utm_source=dlvr.it&utm_medium=twitter https://www.holdthefrontpage.co.uk/2018/news/regional-publisher-increases-cover-price-at-17-weeklies/?utm_source=dlvr.it&utm_medium=twitter	0.0	0.0	0.0
#FlashbackFriday My NaNa Ovas Wedding. Weddings are a beautiful time. Post a picture of your wedding for #FlashbackFriday via http://ripl.com http://ripl.com	0.0	0.0	0.0
Donating blood not only helps others, but reduces the rate of cancer and heart disease in the donor. And can help you lose weight.	1.0	0.0	0.0
#Trump Hoodwinked? Developing Report: US-Israel-Turkey “Deal” Over Brunson Release Leads To Questions https://tsarizm.com/news/2018/07/28/developing-report-us-israel-turkey-deal-over-brunson-release-leads-to-questions/	0.0	0.0	0.0
Harvard admissions suit gets support from Asian American groups https://www.bloomberg.com/news/articles/2018-08-01/harvard-admissions-suit-gets-support-from-asian-american-groups via @user	0.0	0.0	0.0
@user @user Would love to see MLCB as a full conference, with workshops in genomics, immunology, &c.	0.0	0.0	1.0
A #BookLoversDay reminder: #IRS has more than 100 eBooks to help you understand your taxes – no library card required. https://www.irs.gov/forms-pubs/ebook https://www.irs.gov/forms-pubs/ebook	0.0	0.0	0.0
Windsor needs more people like Al Quesnel!! This is wonderful! Philanthropist pledges $5M matching challenge to repair Assumption Church #YQG #philanthropy https://www.cbc.ca/news/canada/windsor/assumption-church-parish-repairs-donation-al-quesnel-1.4781931	0.0	0.0	0.0
♥️ RETWEET SHARE SUPPORT! @user 33 year drought @user #Gofundme #CrowdFundingExposure #Viral__Funding PLEASE SUPPORT ~> https://www.gofundme.com/feltenp44 https://www.gofundme.com/feltenp44	0.0	0.0	0.0
Models Stop Traffic: The 16 Hidden Elements of the Cover’s Story http://airicakraehmer.com/models-stop-traffic-the-16-hidden-elements-of-the-covers-story/ http://airicakraehmer.com/models-stop-traffic-the-16-hidden-elements-of-the-covers-story/	0.0	0.0	0.0
States herself trauma causes norepinephrine to imprint memories on the hippocampus. Yet, can't remember anything. #ConfirmKavanaughNow https://t.co/pm2XhJOOeb	1.0	0.0	0.0
$29 a month for brand new fitness equipment is a deal you can't miss out on! For the month of September we are offering $29/mo for 60 months for qualified buyers. Call or stop in store today to get set up with this amazing offer! https://info.pushpedalpull.com/september-29-financing-promo?utm_campaign=September%20%2429%2Fmo&utm_content=76436539&utm_medium=social&utm_source=twitter https://info.pushpedalpull.com/september-29-financing-promo?utm_campaign=September%20%2429%2Fmo&utm_content=76436539&utm_medium=social&utm_source=twitter	0.0	0.0	0.0
Chiropractic treatment and vision loss - In rare occurrences, forceful manipulation of the neck is linked to a damaging side effect: vision problems and bleeding inside the eye, finds the first published case report of chiropractic care leading to multip… https://bitly.ift.tt/2NMLzRB https://bitly.ift.tt/2NMLzRB	1.0	1.0	1.0
(The Huffington Post) #Dramatic #Increase In Women Of Color As 2018 Candidates: Report : There was a 75 percent increase in women of color among nominees for Congress since 2012, a study shows. .. https://www.storiesflow.com/11335161809/dramatic-increase-women-color-candidates-report https://www.storiesflow.com/11335161809/dramatic-increase-women-color-candidates-report	1.0	0.0	0.0
Coffee Drinking Associated With Lower Risk of Stroke ➡ https://www.ahealthblog.com https://www.ahealthblog.com	1.0	0.0	0.0
This week's Charity of the Week is The Hypatia Trust, which supports and promotes women's achievements 💪 Find out more at http://hypatia-trust.org.uk @user #CharityTuesday #HypatiaTrust http://hypatia-trust.org.uk	0.0	0.0	0.0
Tomorrow, outside CBI offices nationwide, the Congress party will protest the PM’s disgraceful attempt to prevent an investigation into the Rafale scam, by removing the CBI Chief. All Karnataka Congress Sevadal volunteers are requested to congregate at CBI office RT Nagar https://t.co/Ksdu8sK6Vk	0.0	0.0	0.0
Dearest @user please remember d MILLIONS of people around d world whose love & support are unconditional. If other people try to revile u pls count ur blessings & see d greatness & goodness of our Lord. Have a wonderful Sunday my Asia's Song 🐦. Lots of love! https://t.co/lkBPBkVdy2	0.0	0.0	0.0
Native American tribe sues to stop North Dakota voter ID law before election https://cnn.it/2QbgPqD https://cnn.it/2QbgPqD	0.0	0.0	0.0
Gasdermin D Promotes AIM2 Inflammasome Activation and Is Required for Host Protection against Francisella novicida. https://misuse.ncbi.nlm.nih.gov/error/abuse.shtml?dopt=Abstract&utm_source=dlvr.it&utm_medium=twitter https://misuse.ncbi.nlm.nih.gov/error/abuse.shtml?dopt=Abstract&utm_source=dlvr.it&utm_medium=twitter	1.0	1.0	1.0
@user Too funny...couldnt stop laughing. Every so often, we have to pause for a good laugh🤣 Thanks	0.0	0.0	0.0
Nobody wants you till they think you’re in a relationship. Ain’t that some reverse psychology shit for you 😂	1.0	0.0	0.0
Intermodal volume sees annual gains in November, reports IANA | Logistics Management https://www.logisticsmgmt.com/article/intermodal_volume_sees_annual_gains_in_november_reports_iana	0.0	0.0	0.0
"In early August 2016, an envelope containing ""eyes only"" information was sent by courier from the Central Intelligence Agency to the White House, where the contents were shown to four people: President Obama, Denis McDonough, Susan Rice and Avril Haines. https://www.washingtonpost.com/graphics/2017/world/national-security/obama-putin-election-hacking/?utm_term=.21f20bdb10a8 https://www.washingtonpost.com/graphics/2017/world/national-security/obama-putin-election-hacking/?utm_term=.21f20bdb10a8"	0.0	0.0	0.0
